Subject,Control,Complexity,Trial,Perweek,Lifetime,Expertise,Lives,Treasure,Input,Score,Difficulty,RR_Mean,RR_Zscore,MDP_r,N_observations,Include_Input,Include_Score,Include_Difficulty,Include_RR,Include_MDP_r,Include_N_obs
Sub26,autoergodic,low,trial4,0,2028,expert,7.0,1.0,0.0,22.0,9.0,993.254295532646,-0.450968753452809,0.0,66.0,True,True,True,True,True,True
Sub26,none,high,trial5,0,2028,expert,7.0,2.0,0.0,23.0,10.0,1024.58865248227,0.489590503089852,9.0,nan,True,True,True,True,True,True
Sub26,waypoint,high,trial6,0,2028,expert,8.0,0.0,19.0,24.0,8.0,934.161290322581,-2.22475569079472,0.0,24.0,True,True,True,True,True,True
Sub26,directergodic,high,trial7,0,2028,expert,8.0,4.0,24.0,28.0,10.0,1035.31541218638,0.811574233237254,3.0,56.0,True,True,True,True,True,True
Sub26,sharedergodic,high,trial8,0,2028,expert,7.0,3.0,18.0,24.0,10.0,1052.71272727273,1.3337871438057,0.0,69.0,True,True,True,True,True,True
Sub26,autoergodic,high,trial9,0,2028,expert,8.0,3.0,0.0,27.0,10.0,1019.90812720848,0.349095793757802,3.0,75.0,True,True,True,True,True,True
Sub27,none,low,trial0,2.5,3896,expert,8.0,4.0,0.0,28.0,10.0,878.924012158055,0.116856213559333,3.0,nan,True,True,True,True,False,True
Sub27,waypoint,low,trial1,2.5,3896,expert,8.0,4.0,9.0,28.0,8.0,883.412844036697,0.274555100133963,9.0,50.0,True,True,True,True,False,True
Sub27,directergodic,low,trial2,2.5,3896,expert,7.0,3.0,4.0,24.0,10.0,845.923976608187,-1.04248078186207,0.0,64.0,True,True,True,True,False,True
Sub27,sharedergodic,low,trial3,2.5,3896,expert,7.0,3.0,2.0,24.0,5.0,895.73602484472,0.707485525024542,0.0,82.0,True,True,True,True,False,True
Sub27,autoergodic,low,trial4,2.5,3896,expert,6.0,4.0,0.0,22.0,9.0,892.015432098766,0.576775944158666,0.0,76.0,True,True,True,True,False,True
Sub27,none,high,trial5,2.5,3896,expert,7.0,4.0,0.0,25.0,10.0,886.533742331288,0.384196583592349,3.0,nan,True,True,True,True,False,True
Sub27,waypoint,high,trial6,2.5,3896,expert,7.0,3.0,11.0,24.0,8.0,810.488764044944,-2.28736892154633,0.0,47.0,True,True,True,True,False,True
Sub27,directergodic,high,trial7,2.5,3896,expert,7.0,4.0,2.0,25.0,10.0,867.741741741742,-0.275992447674605,9.0,69.0,True,True,True,True,False,True
Sub27,sharedergodic,high,trial8,2.5,3896,expert,8.0,3.0,2.0,27.0,9.0,874.3,-0.045591743625752,0.0,81.0,True,True,True,True,False,True
Sub27,autoergodic,high,trial9,2.5,3896,expert,8.0,3.0,0.0,27.0,9.0,920.900958466454,1.59156452823992,nan,44.0,True,True,True,True,False,True
Sub28,none,low,trial0,0,1000,expert,7.0,1.0,0.0,22.0,6.0,1042.70758122744,0.168779583252933,3.0,nan,True,True,True,True,False,True
Sub28,waypoint,low,trial1,0,1000,expert,8.0,1.0,6.0,25.0,7.0,1027.72953736655,-0.328145546063383,0.0,40.0,True,True,True,True,False,True
Sub28,directergodic,low,trial2,0,1000,expert,6.0,4.0,5.0,22.0,8.0,1020.1554770318,-0.579429421731641,0.0,59.0,True,True,True,True,False,True
Sub28,sharedergodic,low,trial3,0,1000,expert,8.0,4.0,7.0,28.0,8.0,974.929292929293,-2.07989420821208,0.0,50.0,True,True,True,True,False,True
Sub28,autoergodic,low,trial4,0,1000,expert,6.0,2.0,0.0,20.0,7.0,1086.66165413534,1.62703965823991,0.0,72.0,True,True,True,True,False,True
Sub28,none,high,trial5,0,1000,expert,8.0,4.0,0.0,28.0,10.0,1071.33703703704,1.11861630175733,3.0,nan,True,True,True,True,False,True
Sub28,waypoint,high,trial6,0,1000,expert,8.0,4.0,12.0,28.0,8.0,1014.4,-0.770378333009276,0.0,39.0,True,True,True,True,False,True
Sub28,directergodic,high,trial7,0,1000,expert,7.0,4.0,4.0,25.0,6.0,1034.9605734767,-0.088242152302305,0.0,47.0,True,True,True,True,False,True
Sub28,sharedergodic,high,trial8,0,1000,expert,8.0,0.0,1.0,24.0,7.0,1062.70110701107,0.832102876855011,0.0,47.0,True,True,True,True,False,True
Sub28,autoergodic,high,trial9,0,1000,expert,8.0,0.0,0.0,24.0,7.0,1040.62093862816,0.099551241213509,nan,61.0,True,True,True,True,False,True
Sub29,none,low,trial0,5,10000,expert,8.0,4.0,0.0,28.0,8.0,854.038461538461,1.00588589844535,0.0,nan,True,True,True,True,True,True
Sub29,waypoint,low,trial1,5,10000,expert,5.0,3.0,6.0,18.0,6.0,813.76338028169,-1.38145700519673,3.0,32.0,True,True,True,True,True,True
Sub29,directergodic,low,trial2,5,10000,expert,7.0,4.0,4.0,25.0,8.0,842.090379008746,0.297652192904416,0.0,59.0,True,True,True,True,True,True
Sub29,sharedergodic,low,trial3,5,10000,expert,5.0,4.0,3.0,19.0,8.0,834.167630057803,-0.17197612056277,0.0,52.0,True,True,True,True,True,True
Sub29,autoergodic,low,trial4,5,10000,expert,5.0,3.0,0.0,18.0,8.0,865.795795795796,1.70281282271508,3.0,72.0,True,True,True,True,True,True
Sub29,none,high,trial5,5,10000,expert,7.0,4.0,0.0,25.0,7.0,830.514367816092,-0.388526638047499,6.0,nan,True,True,True,True,True,True
Sub29,waypoint,high,trial6,5,10000,expert,6.0,3.0,7.0,21.0,8.0,843.172514619883,0.361796787810507,9.0,43.0,True,True,True,True,True,True
Sub29,directergodic,high,trial7,5,10000,expert,7.0,4.0,10.0,25.0,7.0,806.04469273743,-1.83898938897365,6.0,49.0,True,True,True,True,True,True
Sub29,sharedergodic,high,trial8,5,10000,expert,8.0,3.0,6.0,27.0,7.0,847.225806451613,0.602059431333885,0.0,71.0,True,True,True,True,True,True
Sub29,autoergodic,high,trial9,5,10000,expert,7.0,4.0,0.0,25.0,9.0,833.876080691643,-0.189257980428621,6.0,60.0,True,True,True,True,True,True
Sub30,none,low,trial0,0,400,novice,6.0,3.0,0.0,21.0,10.0,701.059259259259,0.884516131236373,nan,nan,True,True,True,True,False,True
Sub30,waypoint,low,trial1,0,400,novice,5.0,4.0,16.0,19.0,7.0,690.021680216802,-0.173464954797966,nan,26.0,True,True,True,True,False,True
Sub30,directergodic,low,trial2,0,400,novice,8.0,3.0,7.0,27.0,10.0,694.447432762836,0.250755108964309,nan,46.0,True,True,True,True,False,True
Sub30,sharedergodic,low,trial3,0,400,novice,5.0,3.0,5.0,18.0,10.0,692.668292682927,0.080219836083419,nan,72.0,True,True,True,True,False,True
Sub30,autoergodic,low,trial4,0,400,novice,6.0,4.0,0.0,22.0,10.0,706.838308457712,1.43845325129737,nan,59.0,True,True,True,True,False,True
Sub30,none,high,trial5,0,400,novice,7.0,3.0,0.0,24.0,10.0,679.22966507177,-1.20790809307317,nan,nan,True,True,True,True,False,True
Sub30,waypoint,high,trial6,0,400,novice,8.0,3.0,9.0,27.0,9.0,689.306569343066,-0.242010219653648,nan,38.0,True,True,True,True,False,True
Sub30,directergodic,high,trial7,0,400,novice,6.0,3.0,7.0,21.0,10.0,688.1598062954,-0.351930484770389,nan,40.0,True,True,True,True,False,True
Sub30,sharedergodic,high,trial8,0,400,novice,5.0,3.0,7.0,18.0,10.0,671.505910165485,-1.94825038847893,nan,52.0,True,True,True,True,False,True
Sub30,autoergodic,high,trial9,0,400,novice,8.0,4.0,0.0,28.0,10.0,705.076923076923,1.26961981319257,nan,66.0,True,True,True,True,False,True
Sub31,none,low,trial0,0,2,novice,8.0,3.0,0.0,27.0,7.0,829.395415472779,-0.256347166173312,nan,nan,True,True,True,True,False,True
Sub31,waypoint,low,trial1,0,2,novice,6.0,3.0,12.0,21.0,9.0,911.498422712934,1.9683039099782,nan,35.0,True,True,True,True,False,True
Sub31,directergodic,low,trial2,0,2,novice,6.0,2.0,9.0,20.0,8.0,807.513966480447,-0.849243707784268,nan,45.0,True,True,True,True,False,True
Sub31,sharedergodic,low,trial3,0,2,novice,5.0,3.0,8.0,18.0,6.0,825.425714285714,-0.363909608946847,nan,82.0,True,True,True,True,False,True
Sub31,autoergodic,low,trial4,0,2,novice,5.0,3.0,0.0,18.0,8.0,825.228571428571,-0.369251362970738,nan,66.0,True,True,True,True,False,True
Sub31,none,high,trial5,0,2,novice,7.0,4.0,0.0,25.0,7.0,788.521857923497,-1.36385110354042,nan,nan,True,True,True,True,False,True
Sub31,waypoint,high,trial6,0,2,novice,7.0,3.0,14.0,24.0,8.0,893.321981424149,1.47579771522429,nan,31.0,True,True,True,True,False,True
Sub31,directergodic,high,trial7,0,2,novice,7.0,3.0,7.0,24.0,8.0,857.080118694362,0.493793503274755,nan,56.0,True,True,True,True,False,True
Sub31,sharedergodic,high,trial8,0,2,novice,5.0,4.0,8.0,19.0,9.0,844.067251461988,0.141198755951559,nan,71.0,True,True,True,True,False,True
Sub31,autoergodic,high,trial9,0,2,novice,6.0,4.0,0.0,22.0,8.0,806.508379888268,-0.876490935013237,nan,75.0,True,True,True,True,False,True
Sub32,none,low,trial0,10,1750,expert,7.0,3.0,0.0,24.0,6.0,717.507462686567,-0.716229418936346,6.0,nan,True,True,True,True,True,True
Sub32,waypoint,low,trial1,10,1750,expert,6.0,3.0,10.0,21.0,2.0,709.144963144963,-1.47066380539298,0.0,29.0,True,True,True,True,True,True
Sub32,directergodic,low,trial2,10,1750,expert,7.0,3.0,15.0,24.0,2.0,713.606435643564,-1.0681659337423,0.0,41.0,True,True,True,True,True,True
Sub32,sharedergodic,low,trial3,10,1750,expert,7.0,4.0,3.0,25.0,7.0,725.454773869347,0.000748179248405,3.0,75.0,True,True,True,True,True,True
Sub32,autoergodic,low,trial4,10,1750,expert,5.0,4.0,0.0,19.0,3.0,745.19587628866,1.78171885883968,6.0,71.0,True,True,True,True,True,True
Sub32,none,high,trial5,10,1750,expert,6.0,3.0,0.0,21.0,5.0,729.234848484849,0.341772804615312,0.0,nan,True,True,True,True,True,True
Sub32,waypoint,high,trial6,10,1750,expert,8.0,4.0,18.0,28.0,4.0,717.198511166253,-0.744101904849603,6.0,15.0,True,True,True,True,True,True
Sub32,directergodic,high,trial7,10,1750,expert,8.0,4.0,19.0,28.0,8.0,722.791979949875,-0.239479432950907,9.0,32.0,True,True,True,True,True,True
Sub32,sharedergodic,high,trial8,10,1750,expert,7.0,3.0,20.0,24.0,6.0,735.493638676845,0.906418161540957,3.0,73.0,True,True,True,True,True,True
Sub32,autoergodic,high,trial9,10,1750,expert,8.0,3.0,0.0,27.0,9.0,738.83631713555,1.20798249162776,3.0,78.0,True,True,True,True,True,True
Sub33,none,low,trial0,0,72,novice,6.0,2.0,0.0,20.0,8.0,868.765060240964,-0.919688884902016,nan,nan,True,True,True,True,False,True
Sub33,waypoint,low,trial1,0,72,novice,6.0,1.0,5.0,19.0,8.0,961.796666666667,0.833899504980855,nan,31.0,True,True,True,True,False,True
Sub33,directergodic,low,trial2,0,72,novice,8.0,1.0,13.0,25.0,9.0,948.04262295082,0.574644265813158,nan,37.0,True,True,True,True,False,True
Sub33,sharedergodic,low,trial3,0,72,novice,6.0,2.0,4.0,20.0,8.0,864.281437125749,-1.00420241467462,nan,62.0,True,True,True,True,False,True
Sub33,autoergodic,low,trial4,0,72,novice,6.0,1.0,0.0,19.0,8.0,978.040677966102,1.14008909703702,nan,74.0,True,True,True,True,False,True
Sub33,none,high,trial5,0,72,novice,6.0,2.0,0.0,20.0,7.0,797.816384180791,-2.25702766036475,nan,nan,True,True,True,True,False,True
Sub33,waypoint,high,trial6,0,72,novice,6.0,1.0,4.0,19.0,10.0,935.5,0.338223560740186,nan,33.0,True,True,True,True,False,True
Sub33,directergodic,high,trial7,0,72,novice,8.0,0.0,11.0,24.0,10.0,938.374592833876,0.392407862321086,nan,47.0,True,True,True,True,False,True
Sub33,sharedergodic,high,trial8,0,72,novice,8.0,2.0,6.0,26.0,9.0,932.977346278317,0.290673094312727,nan,62.0,True,True,True,True,False,True
Sub33,autoergodic,high,trial9,0,72,novice,8.0,2.0,0.0,26.0,10.0,949.970394736842,0.610981574736361,nan,66.0,True,True,True,True,False,True
Sub34,none,low,trial0,8,15236,expert,6.0,4.0,0.0,22.0,6.5,830.002873563218,1.53654170078555,3.0,nan,True,True,True,True,False,False
Sub34,waypoint,low,trial1,8,15236,expert,7.0,2.0,15.0,23.0,10.0,820.340909090909,0.574334813839049,0.0,38.0,True,True,True,True,False,False
Sub34,directergodic,low,trial2,8,15236,expert,8.0,4.0,23.0,28.0,9.0,797.776243093923,-1.67281451962965,0.0,66.0,True,True,True,True,False,False
Sub34,sharedergodic,low,trial3,8,15236,expert,6.0,4.0,19.0,22.0,9.0,815.166666666667,0.059047088490277,3.0,65.0,True,True,True,True,False,False
Sub34,autoergodic,low,trial4,8,15236,expert,6.0,3.0,0.0,21.0,8.5,824.8,1.01840268373697,0.0,65.0,True,True,True,True,False,False
Sub34,none,high,trial5,8,15236,expert,8.0,4.0,0.0,28.0,8.0,814.923728813559,0.034853615617369,3.0,nan,True,True,True,True,False,False
Sub34,waypoint,high,trial6,8,15236,expert,7.0,2.0,17.0,23.0,9.0,819.033994334278,0.44418298156034,3.0,34.0,True,True,True,True,False,False
Sub34,directergodic,high,trial7,8,15236,expert,7.0,3.0,15.0,24.0,9.0,817.413597733711,0.282812405926543,nan,nan,True,True,True,True,False,False
Sub34,sharedergodic,high,trial8,8,15236,expert,8.0,3.0,16.0,27.0,10.0,808.633053221289,-0.591616435662235,9.0,69.0,True,True,True,True,False,False
Sub34,autoergodic,high,trial9,8,15236,expert,7.0,4.0,0.0,25.0,10.0,797.646408839779,-1.68574433466432,9.0,64.0,True,True,True,True,False,False
Sub35,none,low,trial0,0,14560,expert,6.0,4.0,0.0,22.0,6.0,912.636075949367,1.10403350058022,3.0,nan,True,True,True,True,False,True
Sub35,waypoint,low,trial1,0,14560,expert,8.0,4.0,12.0,28.0,9.0,866.381381381381,-0.752440338034433,9.0,36.0,True,True,True,True,False,True
Sub35,directergodic,low,trial2,0,14560,expert,7.0,4.0,13.0,25.0,8.0,868.600600600601,-0.663369975315341,0.0,54.0,True,True,True,True,False,True
Sub35,sharedergodic,low,trial3,0,14560,expert,8.0,4.0,11.0,28.0,10.0,854.591715976331,-1.22562918070046,0.0,65.0,True,True,True,True,False,True
Sub35,autoergodic,low,trial4,0,14560,expert,7.0,4.0,0.0,25.0,8.0,872.706948640483,-0.498557997212578,6.0,88.0,True,True,True,True,False,True
Sub35,none,high,trial5,0,14560,expert,6.0,3.0,0.0,21.0,7.0,887.619631901841,0.099975980729152,0.0,nan,True,True,True,True,False,True
Sub35,waypoint,high,trial6,0,14560,expert,8.0,3.0,12.0,27.0,8.0,905.413793103448,0.814160671805691,6.0,41.0,True,True,True,True,False,True
Sub35,directergodic,high,trial7,0,14560,expert,7.0,3.0,19.0,24.0,10.0,857.756676557864,-1.09860063636049,0.0,43.0,True,True,True,True,False,True
Sub35,sharedergodic,high,trial8,0,14560,expert,8.0,3.0,7.0,27.0,10.0,889.96,0.193908762850875,3.0,61.0,True,True,True,True,False,True
Sub35,autoergodic,high,trial9,0,14560,expert,7.0,0.0,0.0,21.0,9.0,935.62012987013,2.02651921165736,nan,79.0,True,True,True,True,False,True
Sub36,none,low,trial0,10,7800,expert,6.0,4.0,0.0,22.0,6.0,870.719879518072,-0.193409576527909,0.0,nan,True,True,True,True,True,True
Sub36,waypoint,low,trial1,10,7800,expert,7.0,3.0,14.0,24.0,9.0,852.710059171598,-1.32728209007699,0.0,33.0,True,True,True,True,True,True
Sub36,directergodic,low,trial2,10,7800,expert,5.0,3.0,20.0,18.0,8.0,868.687687687688,-0.321353465717405,6.0,52.0,True,True,True,True,True,True
Sub36,sharedergodic,low,trial3,10,7800,expert,7.0,3.0,14.0,24.0,9.0,860.492537313433,-0.837308404467691,7.0,71.0,True,True,True,True,True,True
Sub36,autoergodic,low,trial4,10,7800,expert,6.0,3.0,0.0,21.0,10.0,902.221875,1.78991097369052,3.0,80.0,True,True,True,True,True,True
Sub36,none,high,trial5,10,7800,expert,5.0,2.0,0.0,17.0,10.0,861.717261904762,-0.760201497010534,0.0,nan,True,True,True,True,True,True
Sub36,waypoint,high,trial6,10,7800,expert,7.0,2.0,13.0,23.0,8.0,865.167664670659,-0.542969077049725,0.0,25.0,True,True,True,True,True,True
Sub36,directergodic,high,trial7,10,7800,expert,6.0,3.0,19.0,21.0,6.0,868.834834834835,-0.312089291928464,3.0,57.0,True,True,True,True,True,True
Sub36,sharedergodic,high,trial8,10,7800,expert,6.0,3.0,8.0,21.0,9.0,896.975155279503,1.45958500913798,3.0,52.0,True,True,True,True,True,True
Sub36,autoergodic,high,trial9,10,7800,expert,8.0,2.0,0.0,26.0,8.0,890.391975308642,1.04511741995031,0.0,91.0,True,True,True,True,True,True
Sub37,none,low,trial0,5,3900,expert,7.0,4.0,0.0,25.0,3.0,829.392550143266,1.93230074640316,3.0,nan,True,True,True,True,True,True
Sub37,waypoint,low,trial1,5,3900,expert,6.0,3.0,16.0,21.0,6.0,716.476426799007,-1.35545614600659,3.0,35.0,True,True,True,True,True,True
Sub37,directergodic,low,trial2,5,3900,expert,6.0,3.0,18.0,21.0,5.0,774.461126005362,0.332873109584093,0.0,50.0,True,True,True,True,True,True
Sub37,sharedergodic,low,trial3,5,3900,expert,8.0,4.0,11.0,28.0,6.0,762.478835978836,-0.016012908238679,3.0,56.0,True,True,True,True,True,True
Sub37,autoergodic,low,trial4,5,3900,expert,7.0,4.0,0.0,25.0,7.0,744.569587628866,-0.537473023557855,0.0,77.0,True,True,True,True,True,True
Sub37,none,high,trial5,5,3900,expert,7.0,3.0,0.0,24.0,5.0,766.684350132626,0.106438232800721,0.0,nan,True,True,True,True,True,True
Sub37,waypoint,high,trial6,5,3900,expert,7.0,2.0,10.0,23.0,5.0,714.606435643564,-1.40990431627638,3.0,36.0,True,True,True,True,True,True
Sub37,directergodic,high,trial7,5,3900,expert,8.0,4.0,12.0,28.0,4.0,804.428969359332,1.20544099997544,9.0,43.0,True,True,True,True,True,True
Sub37,sharedergodic,high,trial8,5,3900,expert,5.0,3.0,12.0,18.0,3.0,776.497311827957,0.392160337786691,0.0,66.0,True,True,True,True,True,True
Sub37,autoergodic,high,trial9,5,3900,expert,7.0,4.0,0.0,25.0,7.0,740.692307692308,-0.650367032470618,12.0,73.0,True,True,True,True,True,True
Sub38,none,low,trial0,0,80,novice,6.0,3.0,0.0,21.0,4.0,1145.576,-0.307493243564788,nan,nan,False,True,False,False,False,False
Sub38,waypoint,low,trial1,0,80,novice,8.0,2.0,12.0,26.0,7.0,1178.93004115226,0.337187439872824,nan,30.0,False,True,False,False,False,False
Sub38,directergodic,low,trial2,0,80,novice,6.0,3.0,13.0,21.0,6.0,1214.12711864407,1.01749109090083,nan,40.0,False,True,False,False,False,False
Sub38,sharedergodic,low,trial3,0,80,novice,6.0,3.0,12.0,21.0,5.0,1207.44725738397,0.888379973517125,nan,60.0,False,True,False,False,False,False
Sub38,autoergodic,low,trial4,0,80,novice,7.0,3.0,0.0,24.0,8.0,1164.22267206478,0.052917335641501,nan,75.0,False,True,False,False,False,False
Sub38,none,high,trial5,0,80,novice,6.0,1.0,0.0,19.0,3.0,1027.15053763441,-2.59646949282158,nan,nan,False,True,False,False,False,False
Sub38,waypoint,high,trial6,0,80,novice,6.0,3.0,10.0,21.0,5.0,1171.09795918367,0.185805724739716,nan,27.0,False,True,False,False,False,False
Sub38,directergodic,high,trial7,0,80,novice,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,True,False,False,False,False
Sub38,sharedergodic,high,trial8,0,80,novice,8.0,2.0,5.0,26.0,8.0,1183.92561983471,0.433744047945125,nan,63.0,False,True,False,False,False,False
Sub38,autoergodic,high,trial9,0,80,novice,8.0,2.0,0.0,26.0,9.0,1160.88663967611,-0.011562876230753,nan,68.0,False,True,False,False,False,False
Sub39,none,low,trial0,0,580,novice,6.0,2.0,0.0,20.0,9.0,826.704871060172,-0.333826810890499,nan,nan,True,True,True,True,False,False
Sub39,waypoint,low,trial1,0,580,novice,7.0,0.0,13.0,21.0,10.0,826.48275862069,-0.346291932258757,nan,34.0,True,True,True,True,False,False
Sub39,directergodic,low,trial2,0,580,novice,6.0,0.0,15.0,18.0,8.0,855.872403560831,1.30307760329143,nan,38.0,True,True,True,True,False,False
Sub39,sharedergodic,low,trial3,0,580,novice,5.0,2.0,15.0,17.0,10.0,843.102040816326,0.58639499921063,nan,71.0,True,True,True,True,False,False
Sub39,autoergodic,low,trial4,0,580,novice,7.0,2.0,0.0,23.0,10.0,823.643874643875,-0.505612290019358,nan,89.0,True,True,True,True,False,False
Sub39,none,high,trial5,0,580,novice,7.0,1.0,0.0,22.0,10.0,827.541547277937,-0.286871896412574,nan,nan,True,True,True,True,False,False
Sub39,waypoint,high,trial6,0,580,novice,6.0,1.0,12.0,19.0,8.0,816.129943502825,-0.927299899431143,nan,34.0,True,True,True,True,False,False
Sub39,directergodic,high,trial7,0,580,novice,7.0,2.0,21.0,23.0,10.0,870.262048192771,2.1106355554768,nan,56.0,True,True,True,True,False,False
Sub39,sharedergodic,high,trial8,0,580,novice,7.0,3.0,0.0,24.0,10.0,807.170391061453,-1.43011689089402,nan,92.0,True,True,True,True,False,False
Sub39,autoergodic,high,trial9,0,580,novice,8.0,3.0,0.0,27.0,9.0,829.622478386167,-0.170088438072602,nan,nan,True,True,True,True,False,False
Sub40,none,low,trial0,5,26520,expert,8.0,3.0,0.0,27.0,10.0,836.643478260869,2.14352827882156,0.0,nan,True,True,True,True,True,True
Sub40,waypoint,low,trial1,5,26520,expert,8.0,3.0,5.0,27.0,10.0,804.855153203343,1.06048312935393,3.0,31.0,True,True,True,True,True,True
Sub40,directergodic,low,trial2,5,26520,expert,8.0,4.0,1.0,28.0,9.0,739.233333333333,-1.17528719137969,9.42857142857143,78.0,True,True,True,True,True,True
Sub40,sharedergodic,low,trial3,5,26520,expert,7.0,3.0,3.0,24.0,10.0,784.432065217391,0.364657654425435,0.0,60.0,True,True,True,True,True,True
Sub40,autoergodic,low,trial4,5,26520,expert,7.0,3.0,0.0,24.0,8.0,771.248,-0.084530462850954,12.0,73.0,True,True,True,True,True,True
Sub40,none,high,trial5,5,26520,expert,8.0,4.0,0.0,28.0,10.0,731.810126582278,-1.4281997953208,0.0,nan,True,True,True,True,True,True
Sub40,waypoint,high,trial6,5,26520,expert,8.0,3.0,3.0,27.0,10.0,762.379947229552,-0.386669739483999,0.0,36.0,True,True,True,True,True,True
Sub40,directergodic,high,trial7,5,26520,expert,7.0,3.0,2.0,24.0,10.0,767.992021276596,-0.195463390483069,9.0,76.0,True,True,True,True,True,True
Sub40,sharedergodic,high,trial8,5,26520,expert,8.0,3.0,9.0,27.0,10.0,783.834688346884,0.344304706579433,3.0,72.0,True,True,True,True,True,True
Sub40,autoergodic,high,trial9,5,26520,expert,8.0,4.0,0.0,28.0,10.0,754.861618798956,-0.642823189661875,0.0,78.0,True,True,True,True,True,True
Sub41,none,low,trial0,9,2600,expert,8.0,3.0,0.0,27.0,5.0,838.084302325581,0.727222745930884,0.0,nan,True,True,True,True,True,True
Sub41,waypoint,low,trial1,9,2600,expert,7.0,3.0,15.0,24.0,9.0,738.831202046036,-2.44822446143439,3.0,26.0,True,True,True,True,True,True
Sub41,directergodic,low,trial2,9,2600,expert,6.0,3.0,18.0,21.0,5.0,817.668555240793,0.074052951898502,0.0,62.0,True,True,True,True,True,True
Sub41,sharedergodic,low,trial3,9,2600,expert,7.0,3.0,17.0,24.0,8.0,804.924581005587,-0.333670507438735,0.0,63.0,True,True,True,True,True,True
Sub41,autoergodic,low,trial4,9,2600,expert,5.0,3.0,0.0,18.0,2.0,844.482456140351,0.931921638017688,3.0,83.0,True,True,True,True,True,True
Sub41,none,high,trial5,9,2600,expert,8.0,3.0,0.0,27.0,3.0,831.870317002882,0.528416035772719,0.0,nan,True,True,True,True,True,True
Sub41,waypoint,high,trial6,9,2600,expert,7.0,3.0,14.0,24.0,4.0,825.188034188034,0.314626882149616,3.0,22.0,True,True,True,True,True,True
Sub41,directergodic,high,trial7,9,2600,expert,8.0,3.0,18.0,27.0,9.0,797.781767955801,-0.562193603319779,9.0,57.0,True,True,True,True,True,True
Sub41,sharedergodic,high,trial8,9,2600,expert,7.0,4.0,0.0,25.0,5.0,800.258333333333,-0.482959779995442,3.0,77.0,True,True,True,True,True,True
Sub41,autoergodic,high,trial9,9,2600,expert,7.0,3.0,0.0,24.0,8.0,854.449704142012,1.2508080984189,3.0,79.0,True,True,True,True,True,True
Sub42,none,low,trial0,0,416,novice,5.0,1.0,0.0,16.0,4.0,717.932835820896,-0.091733076647155,nan,nan,True,True,True,True,False,True
Sub42,waypoint,low,trial1,0,416,novice,6.0,2.0,4.0,20.0,7.0,702.457420924574,-0.673905325128924,nan,42.0,True,True,True,True,False,True
Sub42,directergodic,low,trial2,0,416,novice,6.0,2.0,7.0,20.0,7.0,726.429648241206,0.227909945837225,nan,43.0,True,True,True,True,False,True
Sub42,sharedergodic,low,trial3,0,416,novice,6.0,2.0,0.0,20.0,6.0,757.123359580053,1.38258186023186,nan,83.0,True,True,True,True,False,True
Sub42,autoergodic,low,trial4,0,416,novice,8.0,2.0,0.0,26.0,9.0,723.0925,0.102369202140478,nan,82.0,True,True,True,True,False,True
Sub42,none,high,trial5,0,416,novice,7.0,1.0,0.0,22.0,6.0,737.918367346939,0.660106011582112,nan,nan,True,True,True,True,False,True
Sub42,waypoint,high,trial6,0,416,novice,7.0,1.0,9.0,22.0,7.0,737.038363171355,0.627000985771499,nan,42.0,True,True,True,True,False,True
Sub42,directergodic,high,trial7,0,416,novice,7.0,3.0,0.0,24.0,9.0,724.639097744361,0.160550924075796,nan,75.0,True,True,True,True,False,True
Sub42,sharedergodic,high,trial8,0,416,novice,8.0,1.0,8.0,25.0,8.0,651.702031602709,-2.58328089418729,nan,67.0,True,True,True,True,False,True
Sub42,autoergodic,high,trial9,0,416,novice,7.0,2.0,0.0,23.0,8.0,725.379396984925,0.188400366324401,nan,78.0,True,True,True,True,False,True
